target,Rich,TME_core,TME_edge
AMP,5.53016666844661,6.13578625544878,5.905801358184
ATP,5.53016666844661,6.13578625544878,5.905801358184
CTP,5.53016666844661,6.13578625544878,5.905801358184
GMP,5.53016666844661,6.13578625544878,5.905801358184
IMP,5.53016666844661,6.13578625544878,5.905801358184
UMP,5.53016666844661,6.13578625544878,5.905801358184
