,Blood,TumorCore,TumorEdge
MAR01180,7.159871336778389,6.714245517666122,7.400879436282184
MAR01181,10.145932145820515,9.651051691178928,10.44190670454224
MAR01182,11.207624468226758,10.193525360501216,10.957102041562287
MAR01183,8.03342300153745,7.622051819456376,8.330916878114618
MAR01184,9.497851836951117,9.252665432450248,10.001408194392809
MAR01216,9.497851836951117,9.252665432450248,10.001408194392809
MAR01217,7.159871336778389,6.714245517666122,7.400879436282184
MAR01218,10.145932145820515,9.651051691178928,10.44190670454224
MAR01219,11.207624468226758,10.193525360501216,10.957102041562287
MAR01220,8.03342300153745,7.622051819456376,8.330916878114618
MAR01221,9.497851836951117,9.252665432450248,10.001408194392809
MAR01222,10.145932145820515,9.651051691178928,10.44190670454224
MAR01223,7.159871336778389,6.714245517666122,7.400879436282184
MAR01224,11.207624468226758,10.193525360501216,10.957102041562287
MAR01225,8.03342300153745,7.622051819456376,8.330916878114618
MAR01226,9.497851836951117,9.252665432450248,10.001408194392809
MAR03522,9.108524456778168,8.654636028527968,9.45532722030456
MAR03523,11.207624468226758,10.193525360501216,10.957102041562287
MAR03524,8.03342300153745,7.622051819456376,8.330916878114618
MAR03525,9.497851836951117,9.252665432450248,10.001408194392809
MAR03526,4.459431618637297,3.321928094887362,4.523561956057013
MAR03527,9.108524456778168,8.654636028527968,9.45532722030456
MAR03528,11.207624468226758,10.193525360501216,10.957102041562287
MAR03529,8.03342300153745,7.622051819456376,8.330916878114618
MAR03530,9.497851836951117,9.252665432450248,10.001408194392809
MAR03531,9.108524456778168,8.654636028527968,9.45532722030456
MAR03532,9.643856189774725,9.224001674198105,10.029287226968245
MAR03533,8.03342300153745,7.622051819456376,8.330916878114618
MAR03534,9.497851836951117,9.252665432450248,10.001408194392809
MAR01573,0.0,2.807354922057604,3.9068905956085187
MAR06901,7.228818690495881,6.599912842187128,7.507794640198696
MAR06903,6.228818690495881,6.7414669864011465,7.2384047393250786
MAR06904,8.049848549450562,7.022367813028454,7.643856189774724
MAR06905,5.700439718141093,5.087462841250339,5.930737337562887
MAR06906,0.1,0.1,0.1
MAR06907,8.049848549450562,7.022367813028454,7.643856189774724
MAR06908,7.9886846867721655,7.924812503605781,8.366322214245816
MAR06909,9.022367813028454,7.894817763307944,9.0
MAR06910,5.700439718141093,5.087462841250339,5.930737337562887
MAR07165,0.1,0.1,0.1
MAR07166,4.523561956057013,4.584962500721156,5.087462841250339
MAR07167,7.826548487290915,7.451211111832329,8.43879185257826
MAR07168,7.643856189774724,7.05528243550119,7.787902559391432
MAR07169,0.1,0.1,0.1
MAR07170,7.994353436858858,6.845490050944375,7.599912842187128
MAR09722,5.129283016944966,5.426264754702098,5.78135971352466
MAR01920,1.584962500721156,3.0,2.807354922057604
MAR01924,8.710806433699352,8.794415866350105,9.51175265376738
MAR01926,0.1,0.1,0.1
MAR01927,8.149747119504681,7.022367813028454,7.7414669864011465
MAR01928,0.0,0.0,0.0
MAR01929,0.0,0.0,0.0
MAR01931,9.857980995127573,9.055282435501189,9.79766152585376
MAR01932,0.0,0.0,0.0
MAR01933,0.0,1.584962500721156,0.0
MAR01934,0.0,0.0,0.0
MAR01935,0.0,0.0,0.0
MAR01940,0.1,0.1,0.1
MAR01941,0.1,0.1,0.1
MAR01942,0.1,0.1,0.1
MAR01943,1.584962500721156,4.247927513443585,4.584962500721156
MAR01948,0.1,0.1,0.1
MAR01949,0.1,0.1,0.1
MAR01950,0.1,0.1,0.1
MAR01951,0.1,0.1,0.1
MAR01989,0.1,0.1,0.1
MAR01990,0.1,0.1,0.1
MAR01991,0.0,1.584962500721156,0.0
MAR01992,0.1,0.1,0.1
MAR01993,0.1,0.1,0.1
MAR02002,6.409390936137702,6.149747119504682,6.954196310386875
MAR02003,5.857980995127572,5.491853096329675,6.392317422778761
MAR02004,0.0,1.0,0.0
MAR02005,0.1,0.1,0.1
MAR02007,0.1,0.1,0.1
MAR02009,0.1,0.1,0.1
MAR02010,0.1,0.1,0.1
MAR02011,0.1,0.1,0.1
MAR04766,1.0,3.0,2.321928094887362
MAR06793,5.807354922057604,1.584962500721156,2.321928094887362
MAR06794,5.807354922057604,1.584962500721156,2.321928094887362
MAR06795,5.807354922057604,1.584962500721156,2.321928094887362
MAR06796,5.807354922057604,1.584962500721156,2.321928094887362
MAR07648,1.0,3.0,2.321928094887362
MAR07928,0.1,0.1,0.1
MAR07930,0.1,0.1,0.1
MAR07931,0.1,0.1,0.1
MAR07932,0.1,0.1,0.1
MAR07934,0.1,0.1,0.1
MAR07935,0.0,0.0,0.0
MAR07936,0.0,1.584962500721156,0.0
MAR07937,0.0,1.584962500721156,0.0
MAR07938,0.0,1.584962500721156,0.0
MAR07939,0.1,0.1,0.1
MAR07940,7.826548487290915,6.044394119358453,7.066089190457772
MAR07941,7.826548487290915,6.044394119358453,7.066089190457772
MAR07942,4.321928094887363,4.087462841250339,4.169925001442312
MAR07943,0.0,0.0,0.0
